Nivel,Facultad,Carrera,Código,Asignatura,Créditos,Requisitos
9,Artes Contemporáneas,Música - Producción,MS305,Taller de Producción III,3,MS302
9,Artes Contemporáneas,Música - Producción,MS343,Tesis,3,MS303
10,Artes Contemporáneas,Música - Producción,MS345,CTI Proyectos Integrados,3,160CRED
10,Artes Contemporáneas,Música - Producción,MS348,Diseño de Sonido Avanzado,3,MS304
10,Artes Contemporáneas,Música - Producción,MS306,Taller de Producción IV,3,MS305
1,Artes Contemporáneas,Música - Ejecución,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Artes Contemporáneas,Música - Ejecución,MS328,Clínica y Ensamble,3,
1,Artes Contemporáneas,Música - Ejecución,HU705,Crítica y Comunicación,3,
1,Artes Contemporáneas,Música - Ejecución,MS336,Introducción al Lenguaje Musical,3,
1,Artes Contemporáneas,Música - Ejecución,HU713,Pensamiento Crítico Aplicado,3,
1,Artes Contemporáneas,Música - Ejecución,HU706,Sistemas y Sociedad,3,
2,Artes Contemporáneas,Música - Ejecución,MS363,Antropología para las Artes,4,
2,Artes Contemporáneas,Música - Ejecución,MS298,Introducción a la Literatura,3,
2,Artes Contemporáneas,Música - Ejecución,MS333,Lectura y Entrenamiento Auditivo I,3,MS336
2,Artes Contemporáneas,Música - Ejecución,MA713,Matemática Básica,5,
2,Artes Contemporáneas,Música - Ejecución,MS337,Panorama de la Industria Musical,3,
2,Artes Contemporáneas,Música - Ejecución,MS307,Taller de Instrumento I,2,MS328
2,Artes Contemporáneas,Música - Ejecución,MS356,Teclado Básico I,2,
3,Artes Contemporáneas,Música - Ejecución,MS359,Análisis Poético de Canciones,4,MS298
3,Artes Contemporáneas,Música - Ejecución,MS349,Armonía I,3,MS333
3,Artes Contemporáneas,Música - Ejecución,MS355,Fundamentos Físico-Musicales,4,
3,Artes Contemporáneas,Música - Ejecución,MS339,Fundamentos de la Investigación Académica,2,HU705
3,Artes Contemporáneas,Música - Ejecución,MS362,Introducción a la Estética,3,
3,Artes Contemporáneas,Música - Ejecución,MS334,Lectura y Entrenamiento Auditivo II,3,MS333
3,Artes Contemporáneas,Música - Ejecución,MS308,Taller de Instrumento II,2,MS307
3,Artes Contemporáneas,Música - Ejecución,MS357,Teclado Básico II,2,MS356
4,Artes Contemporáneas,Música - Ejecución,MS350,Armonía II,3,MS349
4,Artes Contemporáneas,Música - Ejecución,MS294,Aspectos Legales de la Industria Musical,3,MS337
4,Artes Contemporáneas,Música - Ejecución,MS326,Composición de Canciones I,3,"MS359,MS349"
4,Artes Contemporáneas,Música - Ejecución,MS329,Fundamentos de la Producción Musical,3,MS355
4,Artes Contemporáneas,Música - Ejecución,MS335,Lectura y Entrenamiento Auditivo III,3,MS334
4,Artes Contemporáneas,Música - Ejecución,MS309,Taller de Instrumento III,2,MS308
4,Artes Contemporáneas,Música - Ejecución,HU697,Temas de Historia del Perú,3,
5,Artes Contemporáneas,Música - Ejecución,MS330,Análisis Musical I,3,MS349
5,Artes Contemporáneas,Música - Ejecución,MS351,Armonía III,3,MS350
5,Artes Contemporáneas,Música - Ejecución,MS327,Composición de Canciones II,3,MS326
5,Artes Contemporáneas,Música - Ejecución,MS340,Contrapunto,3,MS349
5,Artes Contemporáneas,Música - Ejecución,MS358,Producción Musical Digital,3,"MS329,MS357"
5,Artes Contemporáneas,Música - Ejecución,MS310,Taller de Instrumento IV,2,MS309
5,Artes Contemporáneas,Música - Ejecución,HU720,Temas de Historia Universal,3,HU697
6,Artes Contemporáneas,Música - Ejecución,MS331,Administración de Negocios Musicales,3,MS294
6,Artes Contemporáneas,Música - Ejecución,MS332,Análisis Musical II,3,MS330
6,Artes Contemporáneas,Música - Ejecución,MS354,Arreglos Musicales I,3,MS351
6,Artes Contemporáneas,Música - Ejecución,MS353,Ensamble De Música Peruana,2,MS310
6,Artes Contemporáneas,Música - Ejecución,MS311,Taller de Instrumento V,2,MS310
6,Artes Contemporáneas,Música - Ejecución,MS293,Tecnología de Audio,3,MS358
7,Artes Contemporáneas,Música - Ejecución,MS299,Arreglos Musicales II,3,MS354
7,Artes Contemporáneas,Música - Ejecución,MS295,Ensamble de Música Popular Contemporánea I,2,MS353
7,Artes Contemporáneas,Música - Ejecución,MS312,Taller de Ejecución I,3,MS311
7,Artes Contemporáneas,Música - Ejecución,MS292,Taller de Expresión Corporal,3,120CRED
7,Artes Contemporáneas,Música - Ejecución,MS346,Taller de Sight Playing,4,MS311
8,Artes Contemporáneas,Música - Ejecución,MS296,Ensamble de Música Popular Contemporánea II,2,MS295
8,Artes Contemporáneas,Música - Ejecución,MS303,Seminario de Investigación Académica 2 - Música,2,MS339
8,Artes Contemporáneas,Música - Ejecución,MS315,Taller de Ejecución II,3,MS312
8,Artes Contemporáneas,Música - Ejecución,MS314,Taller de Improvisación Instrumental,4,MS312
8,Artes Contemporáneas,Música - Ejecución,MS317,Técnicas de Grabación para Sesionistas,3,"MS311,MS293"
9,Artes Contemporáneas,Música - Ejecución,MS297,Ensamble De Música Popular Contemporánea III,2,MS296
9,Artes Contemporáneas,Música - Ejecución,MS320,Ensamble para Ejecutantes,2,MS315
9,Artes Contemporáneas,Música - Ejecución,MS318,Taller de Ejecución III,3,MS315
9,Artes Contemporáneas,Música - Ejecución,MS343,Tesis,3,MS303
10,Artes Contemporáneas,Música - Ejecución,MS345,CTI Proyectos Integrados,3,160CRED
10,Artes Contemporáneas,Música - Ejecución,MS352,Ensamble para Ejecutantes II,2,MS320
10,Artes Contemporáneas,Música - Ejecución,MS319,Taller de Dirección,4,MS297
10,Artes Contemporáneas,Música - Ejecución,MS321,Taller de Ejecución IV,3,MS318
1,Artes Contemporáneas,Artes Escénicas,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Artes Contemporáneas,Artes Escénicas,HU705,Crítica y Comunicación,3,
1,Artes Contemporáneas,Artes Escénicas,EA151,Juego Escénico,4,
1,Artes Contemporáneas,Artes Escénicas,MA732,Matemática Básica,5,
1,Artes Contemporáneas,Artes Escénicas,HU713,Pensamiento Crítico Aplicado,3,
1,Artes Contemporáneas,Artes Escénicas,HU706,Sistemas y Sociedad,3,
2,Artes Contemporáneas,Artes Escénicas,EA152,Acción Dramática,5,EA151
2,Artes Contemporáneas,Artes Escénicas,EA182,Antropología Para Las Artes,4,
2,Artes Contemporáneas,Artes Escénicas,EA164,Entrenamiento Actoral 1,4,EA151
2,Artes Contemporáneas,Artes Escénicas,EA155,Entrenamiento Vocal I,4,EA151
2,Artes Contemporáneas,Artes Escénicas,EA150,Psicología para las Artes,4,HU705
3,Artes Contemporáneas,Artes Escénicas,EA165,Entrenamiento Actoral 2,4,EA164
3,Artes Contemporáneas,Artes Escénicas,EA174,Entrenamiento Vocal II,4,EA155
3,Artes Contemporáneas,Artes Escénicas,MS362,Introducción a la Estética,3,
3,Artes Contemporáneas,Artes Escénicas,HU722,Temas de Historia del Perú GEN,4,HU705
3,Artes Contemporáneas,Artes Escénicas,EA153,Técnicas Actorales,5,EA152
4,Artes Contemporáneas,Artes Escénicas,EA154,Construcción de Personaje,5,EA153
4,Artes Contemporáneas,Artes Escénicas,EA166,Entrenamiento Actoral 3,4,EA165
4,Artes Contemporáneas,Artes Escénicas,EA175,Entrenamiento Vocal III,4,EA174
4,Artes Contemporáneas,Artes Escénicas,MA733,Estadística,4,MA732
4,Artes Contemporáneas,Artes Escénicas,EA156,Mundo Heterogeneo,3,
4,Artes Contemporáneas,Artes Escénicas,HU702,Seminario Integrado de Investigación,3,HU713
5,Artes Contemporáneas,Artes Escénicas,EA157,Ensayo y Representación,5,EA154
5,Artes Contemporáneas,Artes Escénicas,EA176,Entrenamiento Vocal IV,4,EA175
5,Artes Contemporáneas,Artes Escénicas,EA161,Historia del Arte,3,EA156
5,Artes Contemporáneas,Artes Escénicas,EA167,Introducción a la Danza,4,EA166
5,Artes Contemporáneas,Artes Escénicas,EA168,Taller de Investigación en Artes Escénicas,3,HU702
6,Artes Contemporáneas,Artes Escénicas,EA162,Historia del Teatro Clásico,3,EA161
6,Artes Contemporáneas,Artes Escénicas,EA169,Laboratorio de Investigación Actoral,5,"EA176,EA168"
6,Artes Contemporáneas,Artes Escénicas,EA170,Taller de Teatro Peruano 1,5,EA157
7,Artes Contemporáneas,Artes Escénicas,EA158,Estilos I,5,EA170
7,Artes Contemporáneas,Artes Escénicas,EA160,Historia del Teatro Contemporáneo,3,"EA162,HU60"
7,Artes Contemporáneas,Artes Escénicas,EA171,Taller de Teatro Peruano 2,3,EA169
8,Artes Contemporáneas,Artes Escénicas,EA159,Estilos II,5,EA158
8,Artes Contemporáneas,Artes Escénicas,EA180,Producción Teatral,4,140CRED
8,Artes Contemporáneas,Artes Escénicas,EA181,Teatro Peruano,4,EA160
9,Artes Contemporáneas,Artes Escénicas,EA172,Taller de Proyectos 1,5,EA159
9,Artes Contemporáneas,Artes Escénicas,EA177,Tesis I,3,EA168
10,Artes Contemporáneas,Artes Escénicas,EA178,CTI Tesis II,3,EA177
10,Artes Contemporáneas,Artes Escénicas,EA179,Proyectos de Negocios Culturales,4,EA180
10,Artes Contemporáneas,Artes Escénicas,EA173,Taller de Proyectos 2,5,EA172
1,Ciencias de la Salud,Biología,HU712,Aprendizaje Estratégico y Liderazgo,3,
1,Ciencias de la Salud,Biología,BL81,Biología de los Microorganismos,4,
